,property_type,region,area_m2,country,state,city,lat,lon,price_brl
13834,apartment,South,61.0,Brasil,Rio Grande do Sul,,-29.704535,-53.7173146,254522.54
13835,apartment,South,70.0,Brasil,Rio Grande do Sul,,-30.015261,-51.165073,449157.45
13836,apartment,South,,Brasil,Rio Grande do Sul,,-30.019569,-51.149391,580499.13
13837,apartment,South,66.0,Brasil,Rio Grande do Sul,,-29.6922092,-53.8127137,272590.73
13838,apartment,South,131.0,Brasil,Rio Grande do Sul,,-30.048243,-51.205936,302878.6
13839,apartment,South,68.0,Brasil,Rio Grande do Sul,,-30.045134,-51.18399,494701.71
13840,apartment,South,,Brasil,Rio Grande do Sul,,-30.05175,-51.182068,312974.53
13841,apartment,South,69.0,Brasil,Rio Grande do Sul,,-30.061272,-51.195316,388271.65
13842,house,South,151.0,Brasil,Rio Grande do Sul,,-30.068159,-51.229153,1317521.92
13843,apartment,South,70.0,Brasil,Rio Grande do Sul,,-30.05051,-51.188564,333166.46
13844,apartment,South,,Brasil,Rio Grande do Sul,,-30.004568,-51.16246,524989.57
13845,apartment,South,152.0,Brasil,Rio Grande do Sul,,-29.69225444,-53.80249733,656236.96
13846,apartment,South,70.0,Brasil,Rio Grande do Sul,,-30.0542649,-51.2185974,620835.4
13847,apartment,South,85.0,Brasil,Rio Grande do Sul,,-29.920921,-51.171612,494701.71
13848,apartment,South,75.0,Brasil,Rio Grande do Sul,,-30.005325,-51.199802,249531.9
13849,apartment,South,101.0,Brasil,Rio Grande do Sul,,-29.6898042,-53.8034827,484605.74
13850,apartment,South,65.0,Brasil,Rio Grande do Sul,,-30.01454,-51.212147,449157.45
13851,apartment,South,66.0,Brasil,Rio Grande do Sul,,-29.975916,-51.193546,376432.64
13852,apartment,South,,Brasil,Rio Grande do Sul,,-30.068159,-51.229153,588895.33
13853,apartment,South,66.0,Brasil,Rio Grande do Sul,,-30.045954,-51.140778,272590.73
13854,apartment,South,79.0,Brasil,Rio Grande do Sul,,-30.0350587,-51.2282432,329382.13
13855,apartment,South,77.0,Brasil,Rio Grande do Sul,,-30.03285,-51.155926,424030.02
13856,apartment,South,,Brasil,Rio Grande do Sul,,-30.105785,-51.250889,1245945.82
13857,apartment,South,238.0,Brasil,Rio Grande do Sul,,-30.034788,-51.195995,1147846.81
13858,house,South,232.0,Brasil,Rio Grande do Sul,,-30.117748,-51.250511,959115.56
13859,apartment,South,72.0,Brasil,Rio Grande do Sul,,-30.022408,-51.182068,509845.64
13860,apartment,South,95.0,Brasil,Rio Grande do Sul,,-29.70111618,-53.82523629,399251.07
13861,apartment,South,120.0,Brasil,Rio Grande do Sul,,-30.0320559,-51.208428,374297.86
13862,apartment,South,60.0,Brasil,Rio Grande do Sul,,-30.015261,-51.165073,388557.89
13863,apartment,South,102.0,Brasil,Rio Grande do Sul,,-30.039415,-51.211819,676428.86
13864,apartment,South,73.0,Brasil,Rio Grande do Sul,,-30.043938,-51.191223,685713.69
13865,apartment,South,75.0,Brasil,Rio Grande do Sul,,-30.045439,-51.203999,524989.57
13866,house,South,148.0,Brasil,Rio Grande do Sul,,-30.185879,-51.153313,588895.33
13867,house,South,151.0,Brasil,Rio Grande do Sul,,-30.210297,-51.111507,454317.88
13868,apartment,South,105.0,Brasil,Rio Grande do Sul,,-30.038923,-51.191185,1514393.0
13869,apartment,South,116.0,Brasil,Rio Grande do Sul,,-30.039001,-51.18441,1247659.6
13870,apartment,South,170.0,Brasil,Rio Grande do Sul,,-29.7357618,-52.4242396,403838.12
13871,apartment,South,69.0,Brasil,Rio Grande do Sul,,-30.105619,-51.242771,332156.85
13872,house,South,184.0,Brasil,Rio Grande do Sul,,-30.144749,-51.219551,614288.44
13873,apartment,South,,Brasil,Rio Grande do Sul,,-30.088345,-51.2486,1447285.12
13874,apartment,South,94.0,Brasil,Rio Grande do Sul,,-30.031038,-51.217381,444221.95
13875,apartment,South,124.0,Brasil,Rio Grande do Sul,,-30.036882,-51.200722,398790.15
13876,apartment,South,71.0,Brasil,Rio Grande do Sul,,-30.002981,-51.189289,451153.7
13877,apartment,South,,Brasil,Rio Grande do Sul,,-30.101278,-51.237732,306534.98
13878,apartment,South,100.0,Brasil,Rio Grande do Sul,,-29.6980659,-53.8154587,287734.66
13879,house,South,108.0,Brasil,Rio Grande do Sul,,-29.7160056,-52.4393935,291773.02
13880,apartment,South,194.0,Brasil,Rio Grande do Sul,,-30.035349,-51.162209,898314.91
13881,apartment,South,,Brasil,Rio Grande do Sul,,-30.060946,-51.166382,376579.04
13882,house,South,134.0,Brasil,Rio Grande do Sul,,-30.1562146,-51.1808958,344272.0
13883,apartment,South,93.0,Brasil,Rio Grande do Sul,,-30.014015,-51.175533,868371.08
13884,apartment,South,136.0,Brasil,Rio Grande do Sul,,-30.031361,-51.15786,1297565.98
13885,apartment,South,143.0,Brasil,Rio Grande do Sul,,-30.021929,-51.191223,1221610.36
13886,apartment,South,55.0,Brasil,Rio Grande do Sul,,-29.33136,-49.803558,272590.73
13887,apartment,South,,Brasil,Rio Grande do Sul,,-30.019669,-51.200359,1227697.04
13888,apartment,South,66.0,Brasil,Rio Grande do Sul,,-29.981264,-51.185822,267542.73
13889,apartment,South,115.0,Brasil,Rio Grande do Sul,,-30.027906,-51.190132,1380921.47
13890,apartment,South,71.0,Brasil,Rio Grande do Sul,,-30.032068,-51.220879,419113.8
13891,house,South,139.0,Brasil,Rio Grande do Sul,,-30.014658,-51.13533,628820.41
13892,apartment,South,130.0,Brasil,Rio Grande do Sul,,-30.014015,-51.175533,494701.71
13893,apartment,South,80.0,Brasil,Rio Grande do Sul,,-29.693582,-53.7946145,320041.71
13894,apartment,South,61.0,Brasil,Rio Grande do Sul,,-29.94697,-51.081474,258456.37
13895,apartment,South,83.0,Brasil,Rio Grande do Sul,,-30.090792,-51.223923,292782.63
13896,house,South,79.0,Brasil,Rio Grande do Sul,,-30.157801,-51.198315,297830.6
13897,apartment,South,103.0,Brasil,Rio Grande do Sul,,-29.6814833,-53.7986531,277638.7
13898,apartment,South,67.0,Brasil,Rio Grande do Sul,,-30.006578,-51.1507,472490.6
13899,apartment,South,68.0,Brasil,Rio Grande do Sul,,-30.05175,-51.182068,479557.78
13900,apartment,South,101.0,Brasil,Rio Grande do Sul,,-30.029697,-51.202991,560325.4
13901,house,South,146.0,Brasil,Rio Grande do Sul,,-29.927111,-50.111233,269494.46
13902,apartment,South,,Brasil,Rio Grande do Sul,,-30.0313043,-51.2337612,738614.47
13903,apartment,South,65.0,Brasil,Rio Grande do Sul,,-30.042891,-51.224834,312974.53
13904,apartment,South,90.0,Brasil,Rio Grande do Sul,,-29.6937855,-53.796188,378598.22
13905,apartment,South,60.0,Brasil,Rio Grande do Sul,,-30.056608,-51.167461,454317.88
13906,apartment,South,133.0,Brasil,Rio Grande do Sul,,-30.043938,-51.191223,454317.88
13907,apartment,South,80.0,Brasil,Rio Grande do Sul,,-30.04122,-51.22538,312974.53
13908,apartment,South,121.0,Brasil,Rio Grande do Sul,,-29.6918977,-53.82008429,381284.76
13909,apartment,South,70.0,Brasil,Rio Grande do Sul,,-30.005325,-51.199802,252398.8
13910,apartment,South,84.0,Brasil,Rio Grande do Sul,,-30.051098,-51.216896,738614.47
13911,house,South,124.0,Brasil,Rio Grande do Sul,,-30.11874,-51.017544,249531.9
13912,apartment,South,,Brasil,Rio Grande do Sul,,-30.0527,-51.225018,604747.59
13913,apartment,South,98.0,Brasil,Rio Grande do Sul,,-30.019997,-51.170139,449157.45
13914,apartment,South,87.0,Brasil,Rio Grande do Sul,,-30.026562,-51.190315,538988.95
13915,house,South,200.0,Brasil,Rio Grande do Sul,,-30.119474,-51.250092,1272612.78
13916,apartment,South,160.0,Brasil,Rio Grande do Sul,,-29.33136,-49.803558,363454.32
13917,apartment,South,226.0,Brasil,Rio Grande do Sul,,-29.17247946,-51.51177779,1426558.23
13918,apartment,South,89.0,Brasil,Rio Grande do Sul,,-30.050571,-51.222179,393742.15
13919,apartment,South,,Brasil,Rio Grande do Sul,,-29.6965606,-53.81691,1592013.65
13920,house,South,173.0,Brasil,Rio Grande do Sul,,-29.6835447,-53.8212009,585565.3
13921,house,South,154.0,Brasil,Rio Grande do Sul,,-30.008654,-51.175644,588895.33
13922,house,South,240.0,Brasil,Rio Grande do Sul,,-30.106512,-51.121956,793511.5
13923,apartment,South,161.0,Brasil,Rio Grande do Sul,,-30.0353388,-51.2000099,1110554.87
13924,house,South,210.0,Brasil,Rio Grande do Sul,,-28.297142,-54.2778571,757196.48
13925,apartment,South,69.0,Brasil,Rio Grande do Sul,,-30.049339,-51.199142,312974.53
13926,house,South,250.0,Brasil,Rio Grande do Sul,,-30.088015,-51.237003,868251.97
13927,apartment,South,93.0,Brasil,Rio Grande do Sul,,-30.05175,-51.182068,529007.65
13928,apartment,South,126.0,Brasil,Rio Grande do Sul,,-30.041092,-51.221848,530037.54
13929,apartment,South,59.0,Brasil,Rio Grande do Sul,,-30.058289,-51.155029,298440.15
13930,apartment,South,66.0,Brasil,Rio Grande do Sul,,-30.041872,-51.215961,318022.53
13931,apartment,South,72.0,Brasil,Rio Grande do Sul,,-30.022842,-51.193993,497067.58
13932,house,South,102.0,Brasil,Rio Grande do Sul,,-30.1491048,-51.2097227,353358.36
13933,apartment,South,156.0,Brasil,Rio Grande do Sul,,-30.026922,-51.211262,959115.56
13934,apartment,South,90.0,Brasil,Rio Grande do Sul,,-30.068159,-51.229153,403838.12
13935,house,South,200.0,Brasil,Rio Grande do Sul,,-29.61058005,-53.75532151,948221.29
13936,house,South,234.0,Brasil,Rio Grande do Sul,,-29.927111,-50.111233,321051.31
13937,apartment,South,121.0,Brasil,Rio Grande do Sul,,-30.046061,-51.225681,698639.97
13938,apartment,South,134.0,Brasil,Rio Grande do Sul,,-30.035622,-51.232117,778539.59
13939,apartment,South,67.0,Brasil,Rio Grande do Sul,,-29.6873064,-53.8154769,269494.46
13940,apartment,South,102.0,Brasil,Rio Grande do Sul,,-29.7031178,-53.7196334,449157.45
13941,apartment,South,,Brasil,Rio Grande do Sul,,-30.024475,-51.196865,757196.48
13942,apartment,South,100.0,Brasil,Rio Grande do Sul,,-30.03301,-51.231701,578914.03
13943,apartment,South,109.0,Brasil,Rio Grande do Sul,,-30.043938,-51.191223,472490.6
13944,house,South,178.0,Brasil,Rio Grande do Sul,,-30.034859,-51.144165,418982.05
13945,apartment,South,113.0,Brasil,Rio Grande do Sul,,-30.119474,-51.250092,573923.39
13946,apartment,South,162.0,Brasil,Rio Grande do Sul,,-30.03689,-51.199066,1261994.16
13947,apartment,South,60.0,Brasil,Rio Grande do Sul,,-30.015261,-51.165073,480567.38
13948,apartment,South,,Brasil,Rio Grande do Sul,,-30.031038,-51.217381,434125.98
13949,apartment,South,73.0,Brasil,Rio Grande do Sul,,-30.034723,-51.232834,352348.75
13950,apartment,South,71.0,Brasil,Rio Grande do Sul,,-30.006691,-51.179111,323070.49
13951,apartment,South,95.0,Brasil,Rio Grande do Sul,,-30.021929,-51.191223,494073.18
13952,apartment,South,100.0,Brasil,Rio Grande do Sul,,-30.043938,-51.191223,757196.48
13953,apartment,South,85.0,Brasil,Rio Grande do Sul,,-29.6509722,-50.7757844,323070.49
13954,house,South,93.0,Brasil,Rio Grande do Sul,,-29.6781357,-53.8253996,349344.66
13955,apartment,South,,Brasil,Rio Grande do Sul,,-30.021929,-51.191223,1247659.6
13956,apartment,South,118.0,Brasil,Rio Grande do Sul,,-29.3318411,-49.72841912,588594.08
13957,apartment,South,58.0,Brasil,Rio Grande do Sul,,-30.015261,-51.165073,434185.54
13958,house,South,143.0,Brasil,Rio Grande do Sul,,-30.152267,-51.205177,383646.22
13959,house,South,248.0,Brasil,Rio Grande do Sul,,-30.161716,-51.202991,1487210.24
13960,apartment,South,88.0,Brasil,Rio Grande do Sul,,-29.6854982,-51.1277967,302878.6
13961,house,South,81.0,Brasil,Rio Grande do Sul,,-30.0678162,-51.2114925,555277.43
13962,apartment,South,80.0,Brasil,Rio Grande do Sul,,-29.6855157,-53.8061745,398790.15
13963,apartment,South,162.0,Brasil,Rio Grande do Sul,,-30.053726,-51.201077,358406.32
13964,apartment,South,130.0,Brasil,Rio Grande do Sul,,-30.114227,-51.2486,663125.08
13965,house,South,137.0,Brasil,Rio Grande do Sul,,-30.047504,-51.204636,802628.28
13966,apartment,South,68.0,Brasil,Rio Grande do Sul,,-30.018377,-51.197815,269494.46
13967,house,South,209.0,Brasil,Rio Grande do Sul,,-30.05175,-51.182068,818464.67
13968,apartment,South,126.0,Brasil,Rio Grande do Sul,,-30.110353,-51.223923,978165.11
13969,apartment,South,91.0,Brasil,Rio Grande do Sul,,-30.042011,-51.210697,548970.21
13970,apartment,South,66.0,Brasil,Rio Grande do Sul,,-30.038136,-51.188606,374297.86
13971,apartment,South,131.0,Brasil,Rio Grande do Sul,,-30.019569,-51.149391,489653.71
13972,apartment,South,114.0,Brasil,Rio Grande do Sul,,-30.015366,-51.193504,948221.29
13973,apartment,South,,Brasil,Rio Grande do Sul,,-30.022511,-51.161591,1504297.06
13974,apartment,South,54.0,Brasil,Rio Grande do Sul,,-30.10089825,-51.23512653,254522.54
13975,apartment,South,59.0,Brasil,Rio Grande do Sul,,-30.035332,-51.135017,300859.38
13976,house,South,,Brasil,Rio Grande do Sul,,-30.150076,-51.213417,731956.62
13977,apartment,South,198.0,Brasil,Rio Grande do Sul,,-30.103489,-51.253208,757196.48
13978,apartment,South,133.0,Brasil,Rio Grande do Sul,,-29.6918894,-53.8119816,494701.71
13979,apartment,South,88.0,Brasil,Rio Grande do Sul,,-30.034859,-51.144165,598876.59
13980,apartment,South,72.0,Brasil,Rio Grande do Sul,,-30.023415,-51.20953,242302.87
13981,apartment,South,55.0,Brasil,Rio Grande do Sul,,-30.06321,-51.156021,446163.05
13982,apartment,South,53.0,Brasil,Rio Grande do Sul,,-30.04122,-51.22538,277638.7
13983,apartment,South,154.0,Brasil,Rio Grande do Sul,,-30.015366,-51.193504,598876.59
13984,apartment,South,65.0,Brasil,Rio Grande do Sul,,-30.03305556,-51.23,425356.09
13985,apartment,South,85.0,Brasil,Rio Grande do Sul,,-30.051098,-51.216896,698704.32
13986,apartment,South,77.0,Brasil,Rio Grande do Sul,,-30.0089,-51.155739,464413.85
13987,apartment,South,,Brasil,Rio Grande do Sul,,-29.6934703,-53.79765,454317.88
13988,apartment,South,68.0,Brasil,Rio Grande do Sul,,-30.016413,-51.196453,349344.66
13989,apartment,South,62.0,Brasil,Rio Grande do Sul,,-30.022408,-51.182068,262494.77
13990,apartment,South,132.0,Brasil,Rio Grande do Sul,,-30.021929,-51.191223,1444615.16
13991,apartment,South,,Brasil,Rio Grande do Sul,,-29.69819048,-53.81025173,282686.67
13992,apartment,South,55.0,Brasil,Rio Grande do Sul,,-30.052401,-51.196148,323393.36
13993,apartment,South,114.0,Brasil,Rio Grande do Sul,,-29.6905805,-53.8135512,413934.08
13994,apartment,South,76.0,Brasil,Rio Grande do Sul,,-30.049229,-51.201336,429078.02
13995,apartment,South,74.0,Brasil,Rio Grande do Sul,,-30.098846,-51.240437,499749.67
13996,apartment,South,75.0,Brasil,Rio Grande do Sul,,-30.078871,-51.237934,309419.57
13997,apartment,South,75.0,Brasil,Rio Grande do Sul,,-30.023874,-51.133713,469461.81
13998,apartment,South,144.0,Brasil,Rio Grande do Sul,,-29.145527,-51.213455,838427.23
13999,apartment,South,65.0,Brasil,Rio Grande do Sul,,-29.975916,-51.193546,416720.29
14000,apartment,South,,Brasil,Rio Grande do Sul,,-30.014494,-51.185703,598876.59
14001,apartment,South,93.0,Brasil,Rio Grande do Sul,,-30.05051,-51.188564,474509.81
14002,apartment,South,89.0,Brasil,Rio Grande do Sul,,-29.7024305,-52.4259007,289753.84
14003,apartment,South,185.0,Brasil,Rio Grande do Sul,,-29.6882632,-53.820142,908635.8
14004,apartment,South,90.0,Brasil,Rio Grande do Sul,,-30.107187,-51.238651,788520.85
14005,apartment,South,110.0,Brasil,Rio Grande do Sul,,-30.119474,-51.250092,577915.91
14006,apartment,South,68.0,Brasil,Rio Grande do Sul,,-29.919458,-50.224442,239550.63
14007,apartment,South,203.0,Brasil,Rio Grande do Sul,,-30.059143,-51.227844,658764.27
14008,apartment,South,60.0,Brasil,Rio Grande do Sul,,-29.6805979,-53.8195627,265018.75
14009,apartment,South,,Brasil,Rio Grande do Sul,,-29.6860884,-53.8036713,449157.45
14010,apartment,South,114.0,Brasil,Rio Grande do Sul,,-30.041342,-51.209351,598876.59
14011,apartment,South,107.0,Brasil,Rio Grande do Sul,,-30.031038,-51.217381,484605.74
14012,house,South,,Brasil,Rio Grande do Sul,,-29.6821086,-53.8141087,706716.72
14013,apartment,South,90.0,Brasil,Rio Grande do Sul,,-30.038136,-51.188606,464413.85
14014,apartment,South,117.0,Brasil,Rio Grande do Sul,,-30.068159,-51.229153,646140.99
14015,apartment,South,115.0,Brasil,Rio Grande do Sul,,-30.002014,-51.159657,377292.23
14016,apartment,South,138.0,Brasil,Rio Grande do Sul,,-30.021929,-51.191223,1393241.58
14017,house,South,174.0,Brasil,Rio Grande do Sul,,-30.093275,-51.202991,540133.5
14018,apartment,South,56.0,Brasil,Rio Grande do Sul,,-30.105619,-51.242771,269494.46
14019,apartment,South,76.0,Brasil,Rio Grande do Sul,,-30.032684,-51.198807,333166.46
14020,apartment,South,241.0,Brasil,Rio Grande do Sul,,-30.032043,-51.178146,1292282.02
14021,apartment,South,73.0,Brasil,Rio Grande do Sul,,-30.048586,-51.193619,582906.56
14022,house,South,,Brasil,Rio Grande do Sul,,-30.083546,-51.211407,726908.65
14023,apartment,South,59.0,Brasil,Rio Grande do Sul,,-30.041872,-51.215961,465180.13
14024,apartment,South,104.0,Brasil,Rio Grande do Sul,,-30.019489,-51.167549,848408.53
14025,apartment,South,58.0,Brasil,Rio Grande do Sul,,-30.032043,-51.178146,656236.96
14026,apartment,South,67.0,Brasil,Rio Grande do Sul,,-30.031719,-51.207718,424030.02
14027,apartment,South,77.0,Brasil,Rio Grande do Sul,,-30.060946,-51.166382,302878.6
14028,house,South,199.0,Brasil,Rio Grande do Sul,,-29.984089,-51.12841,484605.74
14029,apartment,South,132.0,Brasil,Rio Grande do Sul,,-30.043938,-51.191223,1602431.1
14030,apartment,South,189.0,Brasil,Rio Grande do Sul,,-30.023867,-50.245049,624229.05
14031,apartment,South,,Brasil,Rio Grande do Sul,,-30.014015,-51.175533,580517.3
14032,apartment,South,73.0,Brasil,Rio Grande do Sul,,-29.68557276,-53.79927636,316003.32
14033,apartment,South,81.0,Brasil,Rio Grande do Sul,,-29.68899993,-53.79955571,401746.36
14034,apartment,South,73.0,Brasil,Rio Grande do Sul,,-30.019247,-51.195488,580517.3
14035,apartment,South,,Brasil,Rio Grande do Sul,,-30.023415,-51.20953,392732.58
14036,apartment,South,124.0,Brasil,Rio Grande do Sul,,-30.027906,-51.190132,1227697.04
14037,apartment,South,88.0,Brasil,Rio Grande do Sul,,-29.6858073,-53.8074871,239550.63
14038,house,South,207.0,Brasil,Rio Grande do Sul,,-29.145527,-51.213455,634809.18
14039,apartment,South,125.0,Brasil,Rio Grande do Sul,,-29.14562445,-51.52948809,488626.96
14040,apartment,South,73.0,Brasil,Rio Grande do Sul,,-30.032816,-51.216465,328383.98
14041,house,South,251.0,Brasil,Rio Grande do Sul,,-29.946451,-51.111507,1211514.4
14042,house,South,,Brasil,Rio Grande do Sul,,-30.162922,-51.218388,454317.88
14043,apartment,South,80.0,Brasil,Rio Grande do Sul,,-30.045778,-51.171303,429194.89
14044,house,South,104.0,Brasil,Rio Grande do Sul,,-30.030844,-51.234386,706716.72
14045,apartment,South,104.0,Brasil,Rio Grande do Sul,,-30.015261,-51.165073,777388.41
14046,apartment,South,105.0,Brasil,Rio Grande do Sul,,-30.029697,-51.202991,678726.79
14047,apartment,South,,Brasil,Rio Grande do Sul,,-29.70825,-53.722248,600709.23
14048,apartment,South,94.0,Brasil,Rio Grande do Sul,,-30.045527,-51.19289,656236.96
14049,apartment,South,63.0,Brasil,Rio Grande do Sul,,-30.098846,-51.240437,272590.73
14050,apartment,South,141.0,Brasil,Rio Grande do Sul,,-30.014015,-51.175533,598876.59
14051,apartment,South,,Brasil,Rio Grande do Sul,,-30.041872,-51.215961,323070.49
14052,apartment,South,103.0,Brasil,Rio Grande do Sul,,-30.031719,-51.207718,323070.49
14053,apartment,South,85.0,Brasil,Rio Grande do Sul,,-29.68768549,-53.81949154,333166.46
14054,apartment,South,108.0,Brasil,Rio Grande do Sul,,-30.021929,-51.191223,918277.46
14055,house,South,64.0,Brasil,Rio Grande do Sul,,-29.7527413,-51.1078731,323070.49
14056,house,South,207.0,Brasil,Rio Grande do Sul,,-30.002295,-51.123158,1097940.43
14057,house,South,115.0,Brasil,Rio Grande do Sul,,-30.1581539,-51.2128832,373550.26
14058,apartment,South,69.0,Brasil,Rio Grande do Sul,,-30.057297,-51.155926,429078.02
14059,house,South,240.0,Brasil,Rio Grande do Sul,,-29.6968386,-53.7888532,1312473.95
14060,apartment,South,123.0,Brasil,Rio Grande do Sul,,-30.032043,-51.178146,953211.93
14061,apartment,South,66.0,Brasil,Rio Grande do Sul,,-29.6897817,-53.8084522,333166.46
14062,apartment,South,128.0,Brasil,Rio Grande do Sul,,-29.70672709,-52.41935216,343262.39
14063,apartment,South,64.0,Brasil,Rio Grande do Sul,,-30.019569,-51.149391,353358.36
14064,apartment,South,152.0,Brasil,Rio Grande do Sul,,-30.03689,-51.199066,698689.35
14065,apartment,South,97.0,Brasil,Rio Grande do Sul,,-30.03764,-51.189133,638801.71
14066,apartment,South,107.0,Brasil,Rio Grande do Sul,,-30.088015,-51.237003,618839.15
14067,house,South,83.0,Brasil,Rio Grande do Sul,,-30.158951,-51.216072,350842.43
14068,apartment,South,91.0,Brasil,Rio Grande do Sul,,-30.020681,-51.201683,696620.79
14069,apartment,South,97.0,Brasil,Rio Grande do Sul,,-30.024878,-51.204952,503788.07
14070,apartment,South,,Brasil,Rio Grande do Sul,,-30.032043,-51.178146,1197753.22
14071,apartment,South,,Brasil,Rio Grande do Sul,,-30.029264,-51.191223,656236.96
14072,apartment,South,65.0,Brasil,Rio Grande do Sul,,-30.019569,-51.149391,349344.66
14073,apartment,South,62.0,Brasil,Rio Grande do Sul,,-30.036882,-51.200722,265523.55
14074,apartment,South,125.0,Brasil,Rio Grande do Sul,,-30.038013,-51.162582,484605.74
14075,apartment,South,85.0,Brasil,Rio Grande do Sul,,-29.6944266,-53.8125005,396770.94
14076,apartment,South,206.0,Brasil,Rio Grande do Sul,,-30.037214,-51.164005,595661.23
14077,apartment,South,98.0,Brasil,Rio Grande do Sul,,-30.021929,-51.191223,581908.43
14078,apartment,South,69.0,Brasil,Rio Grande do Sul,,-30.043938,-51.191223,535085.5
14079,house,South,229.0,Brasil,Rio Grande do Sul,,-30.03689,-51.199066,1267042.16
14080,apartment,South,70.0,Brasil,Rio Grande do Sul,,-30.002981,-51.189289,464129.36
14081,apartment,South,66.0,Brasil,Rio Grande do Sul,,-30.019569,-51.149391,428573.21
14082,apartment,South,75.0,Brasil,Rio Grande do Sul,,-30.053726,-51.201077,489082.54
14083,apartment,South,68.0,Brasil,Rio Grande do Sul,,-30.019569,-51.149391,399251.07
14084,apartment,South,,Brasil,Rio Grande do Sul,,-29.6797225,-53.8104544,242302.87
14085,apartment,South,165.0,Brasil,Rio Grande do Sul,,-30.031057,-51.154961,1312473.95
14086,apartment,South,63.0,Brasil,Rio Grande do Sul,,-30.070068,-51.192532,439176.16
14087,apartment,South,85.0,Brasil,Rio Grande do Sul,,-30.055731,-51.221252,757196.48
14088,apartment,South,81.0,Brasil,Rio Grande do Sul,,-30.030418,-51.187057,688708.09
14089,apartment,South,70.0,Brasil,Rio Grande do Sul,,-30.10965,-51.254257,514893.61
14090,house,South,139.0,Brasil,Rio Grande do Sul,,-30.161716,-51.202991,483596.17
14091,apartment,South,83.0,Brasil,Rio Grande do Sul,,-29.6956853,-53.8120199,408164.22
14092,apartment,South,90.0,Brasil,Rio Grande do Sul,,-30.031038,-51.217381,666332.92
14093,house,South,251.0,Brasil,Rio Grande do Sul,,-30.084738,-51.192532,795507.74
14094,apartment,South,69.0,Brasil,Rio Grande do Sul,,-30.128086,-51.218689,242302.87
14095,house,South,,Brasil,Rio Grande do Sul,,-30.162922,-51.218388,300859.38
14096,apartment,South,123.0,Brasil,Rio Grande do Sul,,-30.009182,-51.161926,585565.3
14097,house,South,231.0,Brasil,Rio Grande do Sul,,-30.104361,-51.252487,1211514.4
14098,apartment,South,77.0,Brasil,Rio Grande do Sul,,-30.070107,-51.208324,328383.98
14099,apartment,South,106.0,Brasil,Rio Grande do Sul,,-30.114227,-51.2486,469120.01
14100,house,South,199.0,Brasil,Rio Grande do Sul,,-30.106033,-51.214893,988146.4
14101,apartment,South,200.0,Brasil,Rio Grande do Sul,,-29.153448,-51.175533,698689.35
14102,apartment,South,56.0,Brasil,Rio Grande do Sul,,-30.067726,-51.217381,368502.29
14103,apartment,South,56.0,Brasil,Rio Grande do Sul,,-30.050968,-51.202202,398790.15
14104,apartment,South,112.0,Brasil,Rio Grande do Sul,,-30.029264,-51.191223,636805.43
14105,house,South,210.0,Brasil,Rio Grande do Sul,,-30.002295,-51.123158,796505.87
14106,apartment,South,64.0,Brasil,Rio Grande do Sul,,-29.973013,-51.124569,477105.03
14107,apartment,South,81.0,Brasil,Rio Grande do Sul,,-29.70239773,-53.7141691,349344.66
14108,apartment,South,75.0,Brasil,Rio Grande do Sul,,-30.025372,-51.192101,888333.61
14109,apartment,South,,Brasil,Rio Grande do Sul,,-30.039001,-51.18441,545181.47
14110,house,South,162.0,Brasil,Rio Grande do Sul,,-30.039379,-51.21991,1247659.6
14111,apartment,South,,Brasil,Rio Grande do Sul,,-30.033701,-51.204384,979307.46
14112,house,South,227.0,Brasil,Rio Grande do Sul,,-30.039001,-51.18441,778539.59
14113,apartment,South,113.0,Brasil,Rio Grande do Sul,,-30.031385,-51.211151,548970.21
14114,apartment,South,80.0,Brasil,Rio Grande do Sul,,-29.7157164,-52.4225323,289572.13
14115,apartment,South,127.0,Brasil,Rio Grande do Sul,,-29.7229786,-52.4258488,537104.72
14116,apartment,South,,Brasil,Rio Grande do Sul,,-29.6865886,-53.8008685,477070.13
14117,house,South,235.0,Brasil,Rio Grande do Sul,,-30.069742,-51.211456,605757.2
14118,apartment,South,60.0,Brasil,Rio Grande do Sul,,-29.663378,-49.998238,403838.12
14119,house,South,239.0,Brasil,Rio Grande do Sul,,-30.149693,-51.212475,958202.55
14120,apartment,South,76.0,Brasil,Rio Grande do Sul,,-30.049839,-51.218689,276481.35
14121,house,South,68.0,Brasil,Rio Grande do Sul,,-29.956108,-50.978432,239550.63
14122,apartment,South,105.0,Brasil,Rio Grande do Sul,,-30.0015869,-51.1436098,529007.65
14123,apartment,South,73.0,Brasil,Rio Grande do Sul,,-29.6834474,-53.8095961,321420.82
14124,apartment,South,84.0,Brasil,Rio Grande do Sul,,-30.059143,-51.227844,292782.63
14125,apartment,South,63.0,Brasil,Rio Grande do Sul,,-30.055977,-51.208221,402828.51
14126,apartment,South,93.0,Brasil,Rio Grande do Sul,,-30.007427,-51.153713,751590.13
14127,apartment,South,167.0,Brasil,Rio Grande do Sul,,-30.031038,-51.217381,964163.56
14128,apartment,South,90.0,Brasil,Rio Grande do Sul,,-30.021929,-51.191223,768558.29
14129,house,South,101.0,Brasil,Rio Grande do Sul,,-30.128128,-51.2100712,292782.63
14130,house,South,174.0,Brasil,Rio Grande do Sul,,-30.129536,-51.232632,563097.72
14131,apartment,South,74.0,Brasil,Rio Grande do Sul,,-30.035332,-51.135017,424030.02
